loan_amnt,grade,annual_inc,issue_d,loan_status,dti,earliest_cr_line
2550.0,C,45000.0,Dec-2015,Fully Paid,10.99,May-1986
22550.0,C,56431.0,Dec-2015,Current,19.27,May-2005
27600.0,C,156000.0,Dec-2015,Fully Paid,25.46,Apr-1992
14250.0,F,50000.0,Dec-2015,Fully Paid,37.25,Oct-2010
32500.0,C,95700.0,Dec-2015,Fully Paid,33.33,Oct-1993
7000.0,A,58000.0,Dec-2015,Fully Paid,25.06,Feb-2006
30000.0,C,118000.0,Dec-2015,Current,10.05,Jun-1996
5000.0,D,52000.0,Dec-2015,Fully Paid,15.09,May-1999
28000.0,C,150000.0,Dec-2015,Fully Paid,24.87,Nov-1986
5000.0,B,100000.0,Dec-2015,Fully Paid,27.35,Dec-1985
27500.0,B,55000.0,Dec-2015,Fully Paid,21.69,Apr-2001
10000.0,C,30000.0,Dec-2015,Fully Paid,19.4,Nov-1999
12000.0,D,85000.0,Dec-2015,Charged Off,13.16,Nov-1992
12800.0,B,52000.0,Dec-2015,Fully Paid,29.75,May-2011
6025.0,C,32000.0,Dec-2015,Fully Paid,9.45,Nov-1995
20400.0,D,124000.0,Dec-2015,Current,11.56,Aug-2005
21000.0,B,150000.0,Dec-2015,Fully Paid,14.28,Feb-1994
23100.0,D,90000.0,Dec-2015,Fully Paid,39.99,Feb-1997
5450.0,C,40000.0,Dec-2015,Fully Paid,37.59,Oct-1996
7900.0,D,15800.0,Dec-2015,Fully Paid,33.93,Dec-2005
21000.0,D,185000.0,Dec-2015,Fully Paid,21.54,Jul-2004
7000.0,C,43900.0,Dec-2015,Fully Paid,13.59,Apr-2000
25000.0,E,86000.0,Dec-2015,Fully Paid,37.5,Sep-1997
8100.0,C,45000.0,Dec-2015,Fully Paid,14.67,Oct-1996
6700.0,B,58000.0,Dec-2015,Fully Paid,18.46,Jun-2006
30000.0,E,94000.0,Dec-2015,Fully Paid,22.66,Feb-1997
10000.0,B,60000.0,Dec-2015,Fully Paid,5.72,Oct-2009
9800.0,E,46500.0,Dec-2015,Fully Paid,20.8,Nov-2005
12000.0,E,73000.0,Dec-2015,Fully Paid,15.44,Jun-1997
15000.0,B,88000.0,Dec-2015,Fully Paid,36.21,Mar-2001
22000.0,B,114000.0,Dec-2015,Fully Paid,21.43,Aug-1996
15000.0,C,81825.0,Dec-2015,Fully Paid,23.85,Sep-2001
25000.0,A,75000.0,Dec-2015,Fully Paid,16.48,Sep-2000
10000.0,C,72500.0,Dec-2015,Current,10.38,May-1994
15000.0,A,170000.0,Dec-2015,Fully Paid,9.37,Oct-1997
24175.0,B,52575.0,Dec-2015,Fully Paid,24.88,Aug-1991
29000.0,D,65000.0,Dec-2015,Current,32.77,Aug-2001
15000.0,C,90000.0,Dec-2015,Fully Paid,9.33,Mar-2007
15000.0,D,58000.0,Dec-2015,Fully Paid,23.13,Oct-1999
6000.0,C,23452.0,Dec-2015,Charged Off,36.59,Oct-1987
8000.0,B,72000.0,Dec-2015,Fully Paid,20.22,Jul-1998
16000.0,C,50000.0,Dec-2015,Fully Paid,26.98,Aug-2002
20800.0,D,52000.0,Dec-2015,Current,20.89,Sep-2005
15675.0,D,41000.0,Dec-2015,Fully Paid,30.71,Dec-2000
10000.0,C,56160.0,Dec-2015,Charged Off,2.18,Aug-2004
4400.0,B,32000.0,Dec-2015,Fully Paid,18.38,Nov-2011
16000.0,C,97500.0,Dec-2015,Current,22.08,Aug-1997
10000.0,B,85000.0,Dec-2015,Fully Paid,25.02,Oct-2001
32400.0,D,123519.0,Dec-2015,Charged Off,34.27,Apr-1999
3500.0,C,41000.0,Dec-2015,Charged Off,13.5,Apr-2005
19775.0,C,95000.0,Dec-2015,Fully Paid,7.4,Dec-2004
2500.0,C,52000.0,Dec-2015,Fully Paid,30.26,Sep-1986
15000.0,C,38400.0,Dec-2015,Fully Paid,20.29,Apr-1985
7500.0,B,78000.0,Dec-2015,Fully Paid,16.03,Sep-2004
3600.0,B,55000.0,Dec-2015,Fully Paid,19.86,May-1994
3000.0,C,70000.0,Dec-2015,Fully Paid,12.53,Sep-2003
8000.0,D,62776.0,Dec-2015,Fully Paid,37.76,Oct-1975
7200.0,B,37000.0,Dec-2015,Fully Paid,26.14,Oct-2007
35000.0,B,127000.0,Dec-2015,Fully Paid,15.95,Dec-1997
2400.0,C,58250.0,Dec-2015,Fully Paid,22.46,May-1997
13800.0,E,86000.0,Dec-2015,Charged Off,21.2,Oct-2003
3425.0,E,34000.0,Dec-2015,Fully Paid,15.3,May-2000
31275.0,D,240000.0,Dec-2015,Charged Off,18.12,May-2008
10000.0,A,33000.0,Dec-2015,Fully Paid,8.11,Jan-1981
28000.0,C,98000.0,Dec-2015,Fully Paid,8.53,Jul-2003
10000.0,A,45700.0,Dec-2015,Fully Paid,7.41,May-2007
34500.0,E,75000.0,Dec-2015,Charged Off,24.98,Oct-1997
5000.0,A,70000.0,Dec-2015,Fully Paid,27.24,Dec-1980
17300.0,B,34601.0,Dec-2015,Fully Paid,33.06,Nov-1972
8000.0,C,42000.0,Dec-2015,Fully Paid,31.09,Mar-2005
23500.0,E,47000.0,Dec-2015,Fully Paid,18.18,Jan-2003
18000.0,C,36000.0,Dec-2015,Charged Off,35.87,Jun-2000
9875.0,B,24720.0,Dec-2015,Fully Paid,19.17,May-2003
18725.0,C,52900.0,Dec-2015,Fully Paid,24.07,Apr-2002
16000.0,B,86000.0,Dec-2015,Fully Paid,17.09,Nov-1997
21000.0,A,93000.0,Dec-2015,Fully Paid,18.18,Jan-2001
22800.0,B,155000.0,Dec-2015,Fully Paid,27.57,Dec-1996
12000.0,C,60000.0,Dec-2015,Fully Paid,14.12,May-1996
3000.0,D,159000.0,Dec-2015,Fully Paid,22.47,Oct-1984
8400.0,C,49000.0,Dec-2015,Charged Off,16.39,Jun-1993
7000.0,B,70000.0,Dec-2015,Fully Paid,7.27,Oct-2004
11325.0,C,27000.0,Dec-2015,Fully Paid,32.23,Feb-2001
12800.0,F,96000.0,Dec-2015,Fully Paid,20.44,Nov-2005
10000.0,A,55000.0,Dec-2015,Fully Paid,22.45,Apr-2002
4625.0,E,65000.0,Dec-2015,Fully Paid,19.44,May-2006
1000.0,A,136000.0,Dec-2015,Fully Paid,16.78,Oct-1983
18000.0,A,37442.0,Dec-2015,Fully Paid,10.93,Jul-2008
7750.0,D,36000.0,Dec-2015,Fully Paid,39.77,Jan-2005
7200.0,A,50000.0,Dec-2015,Fully Paid,18.77,Nov-1994
15000.0,B,78800.0,Dec-2015,Fully Paid,14.32,Oct-1996
5000.0,C,50000.0,Dec-2015,Fully Paid,34.18,Aug-2000
20450.0,D,71000.0,Dec-2015,Fully Paid,30.02,Aug-2003
30000.0,A,250000.0,Dec-2015,Fully Paid,13.08,Jan-1996
35000.0,E,120000.0,Dec-2015,Fully Paid,16.33,Mar-2001
8500.0,C,97000.0,Dec-2015,Fully Paid,7.22,Oct-1989
2000.0,C,75000.0,Dec-2015,Charged Off,12.85,Aug-2001
30000.0,B,84000.0,Dec-2015,Current,26.7,May-2004
17425.0,C,50000.0,Dec-2015,Current,25.65,Sep-2004
23000.0,C,93423.0,Dec-2015,Fully Paid,17.77,Mar-2002
10000.0,A,45000.0,Dec-2015,Fully Paid,8.96,Aug-2011
5475.0,E,60000.0,Dec-2015,Fully Paid,36.34,Mar-1988
28000.0,A,87000.0,Dec-2015,Fully Paid,22.55,Aug-2003
7000.0,B,52000.0,Dec-2015,Fully Paid,22.08,Jan-2004
14400.0,C,96000.0,Dec-2015,Fully Paid,15.05,Oct-1990
6000.0,D,40000.0,Dec-2015,Fully Paid,26.97,Jun-2007
10000.0,B,60000.0,Dec-2015,Fully Paid,24.68,Jul-2008
20000.0,B,75000.0,Dec-2015,Fully Paid,16.24,Oct-1995
7900.0,D,64282.0,Dec-2015,Charged Off,36.28,May-2003
10500.0,B,50500.0,Dec-2015,Fully Paid,33.11,Jul-1998
3375.0,B,35000.0,Dec-2015,Fully Paid,14.64,Oct-1997
20000.0,A,90000.0,Dec-2015,Fully Paid,29.2,Nov-1995
16000.0,B,75000.0,Dec-2015,Current,36.9,Feb-1980
14000.0,C,60000.0,Dec-2015,Current,30.66,Mar-1998
10000.0,C,65000.0,Dec-2015,Charged Off,20.29,Jan-1985
21000.0,C,60000.0,Dec-2015,Fully Paid,17.8,Nov-2004
25000.0,C,139000.0,Dec-2015,Charged Off,6.09,Aug-1994
9000.0,C,30000.0,Dec-2015,Fully Paid,21.52,Jul-2010
18000.0,A,46000.0,Dec-2015,Fully Paid,26.04,Feb-2010
7500.0,B,48500.0,Dec-2015,Fully Paid,19.27,Jun-2003
6500.0,C,68000.0,Dec-2015,Fully Paid,22.7,Apr-2002
3000.0,B,86000.0,Dec-2015,Fully Paid,22.34,Sep-2000
10000.0,D,34700.0,Dec-2015,Fully Paid,30.72,Nov-2003
15000.0,D,55000.0,Dec-2015,Fully Paid,9.47,May-2004
7450.0,C,14900.0,Dec-2015,Fully Paid,28.85,Sep-2004
24000.0,B,60000.0,Dec-2015,Fully Paid,23.05,Aug-2006
35000.0,D,92500.0,Dec-2015,Current,17.1,Dec-1989
16000.0,D,95458.0,Dec-2015,Current,32.49,Sep-1992
8525.0,B,38500.0,Dec-2015,Fully Paid,28.01,Jul-2005
30000.0,F,104266.0,Dec-2015,Current,14.18,Jun-1989
12150.0,C,60000.0,Dec-2015,Charged Off,9.96,Mar-2005
14000.0,A,90000.0,Dec-2015,Fully Paid,15.09,Dec-1996
20000.0,B,80000.0,Dec-2015,Charged Off,20.28,Apr-2000
2800.0,C,34000.0,Dec-2015,Fully Paid,9.64,Apr-1987
14000.0,B,60000.0,Dec-2015,Fully Paid,30.42,Feb-1985
12000.0,C,62000.0,Dec-2015,Charged Off,11.17,Aug-2008
18000.0,C,100000.0,Dec-2015,Fully Paid,32.74,Apr-2008
15000.0,B,93811.0,Dec-2015,Charged Off,11.94,Jun-2000
6400.0,C,25000.0,Dec-2015,Fully Paid,10.18,Oct-2001
25000.0,C,95000.0,Dec-2015,Charged Off,23.88,Dec-2004
14900.0,D,84358.0,Dec-2015,Fully Paid,18.52,Sep-1998
35000.0,C,145000.0,Dec-2015,Fully Paid,32.14,Sep-1994
20000.0,B,124000.0,Dec-2015,Current,23.07,May-2001
16000.0,A,157000.0,Dec-2015,Fully Paid,17.3,May-1993
11225.0,G,31200.0,Dec-2015,Charged Off,26.31,Mar-2001
9000.0,B,46500.0,Dec-2015,Fully Paid,24.73,Jun-2008
8000.0,B,41198.0,Dec-2015,Fully Paid,29.8,Feb-2003
10900.0,D,50000.0,Dec-2015,Charged Off,29.0,Nov-2003
10000.0,A,230000.0,Dec-2015,Fully Paid,13.63,Mar-1979
11500.0,D,61459.0,Dec-2015,Charged Off,11.64,Oct-2001
24000.0,A,98000.0,Dec-2015,Fully Paid,28.09,Jun-2001
10000.0,C,60000.0,Dec-2015,Fully Paid,30.54,May-2005
11900.0,D,32000.0,Dec-2015,Fully Paid,17.11,Jun-1995
5000.0,B,28000.0,Dec-2015,Fully Paid,7.04,Sep-2003
4825.0,C,30500.0,Dec-2015,Fully Paid,6.65,Dec-2002
6000.0,B,39500.0,Dec-2015,Fully Paid,11.36,Sep-1998
19200.0,D,85000.0,Dec-2015,Fully Paid,19.44,Jul-2004
12000.0,B,97000.0,Dec-2015,Fully Paid,10.5,Feb-1991
20000.0,A,80000.0,Dec-2015,Fully Paid,25.94,Jan-1991
5000.0,A,117500.0,Dec-2015,Fully Paid,7.51,Sep-1996
5000.0,A,155000.0,Dec-2015,Fully Paid,24.61,Aug-1990
6000.0,C,32000.0,Dec-2015,Fully Paid,29.71,Sep-2011
12800.0,C,89000.0,Dec-2015,Current,29.92,Feb-2001
28000.0,C,75000.0,Dec-2015,Fully Paid,33.81,Aug-1994
30000.0,D,71600.0,Dec-2015,Fully Paid,23.93,Apr-2002
6000.0,A,65000.0,Dec-2015,Fully Paid,16.65,Sep-2007
2150.0,E,41000.0,Dec-2015,Fully Paid,31.06,Sep-1990
22500.0,C,51142.0,Dec-2015,Fully Paid,25.95,Aug-1993
25000.0,C,220000.0,Dec-2015,Charged Off,9.78,Sep-1988
11275.0,B,60000.0,Dec-2015,Fully Paid,20.78,Feb-1995
7500.0,C,39000.0,Dec-2015,Fully Paid,13.03,Apr-2002
6600.0,B,56900.0,Dec-2015,Fully Paid,12.8,Nov-1989
7000.0,B,71000.0,Dec-2015,Fully Paid,11.78,Jan-2000
10000.0,E,75000.0,Dec-2015,Fully Paid,20.1,May-2004
10000.0,C,120000.0,Dec-2015,Charged Off,8.79,Nov-1994
3600.0,B,16800.0,Dec-2015,Fully Paid,35.5,Jan-2005
10000.0,A,43000.0,Dec-2015,Fully Paid,6.03,Jul-2004
10000.0,C,58500.0,Dec-2015,Fully Paid,23.71,Nov-2001
10000.0,C,50000.0,Dec-2015,Fully Paid,4.82,May-1998
21000.0,C,52000.0,Dec-2015,Charged Off,19.99,Aug-1999
24000.0,A,190000.0,Dec-2015,Fully Paid,11.27,May-1996
10000.0,A,82000.0,Dec-2015,Fully Paid,13.48,Mar-1997
20000.0,C,55000.0,Dec-2015,Current,9.1,Dec-2000
16800.0,A,106080.0,Dec-2015,Fully Paid,4.65,Jun-1992
12000.0,A,36000.0,Dec-2015,Charged Off,11.67,May-1998
7600.0,C,65000.0,Dec-2015,Charged Off,14.86,Dec-1987
4000.0,C,59800.0,Dec-2015,Charged Off,34.62,Jun-2004
5000.0,A,37500.0,Dec-2015,Fully Paid,33.12,Sep-2002
16000.0,C,85000.0,Dec-2015,Fully Paid,26.68,Oct-1996
15000.0,C,60000.0,Dec-2015,Current,19.24,Feb-1995
15000.0,C,35000.0,Dec-2015,Fully Paid,20.75,Sep-2012
16150.0,C,60000.0,Dec-2015,Fully Paid,24.46,Aug-1992
20000.0,B,85000.0,Dec-2015,Fully Paid,20.29,Jul-1997
4800.0,D,30000.0,Dec-2015,Fully Paid,34.32,Oct-1997
12600.0,C,94000.0,Dec-2015,Charged Off,25.04,Mar-2004
15000.0,C,69000.0,Dec-2015,Charged Off,11.81,Mar-2000
12000.0,C,30000.0,Dec-2015,Fully Paid,9.04,Mar-2004
24700.0,B,315000.0,Dec-2015,Fully Paid,9.89,Jun-1994
5000.0,B,50000.0,Dec-2015,Fully Paid,15.15,Dec-1995
17975.0,D,85000.0,Dec-2015,Fully Paid,35.58,Oct-1970
30000.0,B,350000.0,Dec-2015,Fully Paid,6.92,Aug-2003
18000.0,C,63000.0,Dec-2015,Fully Paid,31.64,Apr-1999
10000.0,C,80000.0,Dec-2015,Fully Paid,2.43,Apr-1994
14175.0,D,76000.0,Dec-2015,Fully Paid,27.03,Mar-2001
10000.0,A,220000.0,Dec-2015,Fully Paid,21.95,Jun-1986
15000.0,B,60000.0,Dec-2015,Fully Paid,20.8,Dec-2000
9000.0,C,25000.0,Dec-2015,Charged Off,24.87,Aug-2012
5000.0,D,30000.0,Dec-2015,Charged Off,28.96,Apr-2003
8000.0,C,34000.0,Dec-2015,Fully Paid,28.24,Aug-2000
24000.0,C,58000.0,Dec-2015,Fully Paid,22.02,Aug-1969
12000.0,E,38000.0,Dec-2015,Charged Off,29.88,Sep-2002
4500.0,B,29000.0,Dec-2015,Fully Paid,14.98,Jun-2006
11400.0,B,52000.0,Dec-2015,Fully Paid,9.07,Jun-1997
13000.0,B,48000.0,Dec-2015,Fully Paid,20.02,Jan-2008
10000.0,B,55000.0,Dec-2015,Fully Paid,12.46,Jan-2005
24000.0,C,80000.0,Dec-2015,Charged Off,26.88,Jul-2007
28000.0,A,76000.0,Dec-2015,Current,19.99,Feb-2001
12000.0,B,40000.0,Dec-2015,Fully Paid,21.03,Aug-2004
10000.0,E,92000.0,Dec-2015,Charged Off,1.81,Jan-2000
24000.0,C,92000.0,Dec-2015,Charged Off,30.92,Dec-1971
12000.0,B,70000.0,Dec-2015,Current,6.72,Apr-1984
24000.0,B,200000.0,Dec-2015,Fully Paid,22.29,Dec-1997
17625.0,D,42000.0,Dec-2015,Fully Paid,14.42,Nov-1997
17000.0,B,38000.0,Dec-2015,Fully Paid,24.48,Oct-1998
7000.0,B,80000.0,Dec-2015,Fully Paid,24.37,Jul-1986
35000.0,E,80000.0,Dec-2015,Fully Paid,0.9,May-2012
15000.0,A,102000.0,Dec-2015,Fully Paid,7.7,Oct-1981
9000.0,B,39000.0,Dec-2015,Fully Paid,20.92,Feb-2004
11000.0,D,100000.0,Dec-2015,Charged Off,11.29,Apr-2001
17600.0,C,40000.0,Dec-2015,Fully Paid,17.82,Dec-2002
35000.0,B,95000.0,Dec-2015,Charged Off,25.38,May-1992
14000.0,C,131016.44,Dec-2015,Fully Paid,7.18,Nov-1998
15000.0,B,46000.0,Dec-2015,Fully Paid,26.4,Feb-2000
10000.0,B,80000.0,Dec-2015,Fully Paid,17.04,Jul-1996
20000.0,B,110000.0,Dec-2015,Fully Paid,7.57,Jan-2001
20000.0,A,100000.0,Dec-2015,Fully Paid,2.51,Mar-2002
14000.0,C,62000.0,Dec-2015,Fully Paid,21.58,Aug-2005
6000.0,C,80000.0,Dec-2015,Fully Paid,20.27,Feb-2001
27600.0,D,60000.0,Dec-2015,Charged Off,18.6,Sep-1998
7200.0,A,50000.0,Dec-2015,Fully Paid,14.52,Jul-2004
9600.0,C,45000.0,Dec-2015,Charged Off,9.25,Jun-2004
10000.0,D,80000.0,Dec-2015,Current,26.98,Dec-2007
9600.0,C,65000.0,Dec-2015,Fully Paid,6.65,May-2003
13000.0,C,65000.0,Dec-2015,Fully Paid,14.77,Jun-1990
2100.0,B,68000.0,Dec-2015,Fully Paid,7.94,Jul-2003
2400.0,B,8328.0,Dec-2015,Charged Off,34.58,Jun-2007
14000.0,A,45000.0,Dec-2015,Fully Paid,16.88,Jul-2010
2000.0,C,94000.0,Dec-2015,Fully Paid,6.19,Dec-1999
21000.0,B,79000.0,Dec-2015,Current,29.97,Sep-1999
9500.0,B,64000.0,Dec-2015,Fully Paid,14.57,Aug-1987
8000.0,B,50000.0,Dec-2015,Charged Off,18.77,Mar-2006
8000.0,B,20000.0,Dec-2015,Fully Paid,21.41,Feb-2009
11500.0,B,45000.0,Dec-2015,Fully Paid,19.81,Dec-2003
6000.0,A,148000.0,Dec-2015,Fully Paid,25.93,Aug-1992
7000.0,C,52000.0,Dec-2015,Charged Off,34.25,Apr-2005
6000.0,A,25000.0,Dec-2015,Fully Paid,17.67,Sep-2007
30000.0,C,105000.0,Dec-2015,Current,11.53,Oct-2001
10800.0,C,56000.0,Dec-2015,Fully Paid,24.3,Jan-2003
16000.0,A,110000.0,Dec-2015,Charged Off,14.75,Jan-2002
8500.0,A,42500.0,Dec-2015,Fully Paid,24.12,Jan-1997
8000.0,D,30000.0,Dec-2015,Fully Paid,31.64,Mar-2008
6000.0,B,35000.0,Dec-2015,Fully Paid,19.41,Jan-2003
23000.0,B,85900.0,Dec-2015,Fully Paid,34.42,Aug-1989
12000.0,A,215000.0,Dec-2015,Fully Paid,11.17,Oct-1995
5000.0,B,45000.0,Dec-2015,Charged Off,18.43,Jun-2006
16650.0,A,60000.0,Dec-2015,Fully Paid,29.4,Feb-1980
2000.0,D,40000.0,Dec-2015,Fully Paid,13.41,Jul-2003
7950.0,A,29000.0,Dec-2015,Fully Paid,20.49,Feb-1998
9000.0,A,55000.0,Dec-2015,Fully Paid,25.83,Dec-2003
25000.0,C,85000.0,Dec-2015,Fully Paid,10.62,Jul-1997
8975.0,E,62000.0,Dec-2015,Charged Off,33.22,Jun-1999
10000.0,C,38000.0,Dec-2015,Fully Paid,4.52,Jun-2009
5000.0,C,60000.0,Dec-2015,Fully Paid,26.78,Aug-2006
9800.0,C,35600.0,Dec-2015,Fully Paid,29.8,Jan-2002
3000.0,B,50000.0,Dec-2015,Fully Paid,13.3,Jul-2001
15000.0,A,90000.0,Dec-2015,Fully Paid,7.11,Dec-1998
15000.0,E,64000.0,Dec-2015,Fully Paid,18.58,Mar-2004
21000.0,D,80100.0,Dec-2015,Fully Paid,35.49,Feb-1987
20000.0,C,103000.0,Dec-2015,Fully Paid,22.0,Nov-2004
12000.0,A,108000.0,Dec-2015,Fully Paid,12.25,Nov-1995
10575.0,D,40704.0,Dec-2015,Charged Off,36.67,Oct-2004
7550.0,B,25480.0,Dec-2015,Fully Paid,26.19,Feb-2002
6000.0,C,48500.0,Dec-2015,Fully Paid,3.74,Aug-2007
25000.0,D,88000.0,Dec-2015,Fully Paid,15.25,Aug-2005
12000.0,C,38000.0,Dec-2015,Fully Paid,19.24,Apr-1991
9600.0,A,65000.0,Dec-2015,Fully Paid,23.19,Dec-2005
14500.0,C,85400.0,Dec-2015,Current,32.48,Apr-2003
9000.0,B,35000.0,Dec-2015,Fully Paid,9.5,Aug-2010
20000.0,A,62000.0,Dec-2015,Fully Paid,25.71,Feb-2007
6000.0,C,51000.0,Dec-2015,Charged Off,10.37,Dec-2004
8625.0,D,50000.0,Dec-2015,Fully Paid,18.19,Nov-2000
13625.0,C,50400.0,Dec-2015,Fully Paid,36.53,Dec-2004
3825.0,G,12000.0,Dec-2015,Fully Paid,21.0,Jul-2008
25000.0,B,140000.0,Dec-2015,Charged Off,12.39,May-1995
9100.0,A,57000.0,Dec-2015,Fully Paid,24.57,Mar-1998
1400.0,B,45000.0,Dec-2015,Fully Paid,20.93,Jul-1998
10000.0,B,90000.0,Dec-2015,Fully Paid,13.12,Nov-1996
10000.0,B,51000.0,Dec-2015,Fully Paid,37.6,Jan-1998
3000.0,A,120000.0,Dec-2015,Fully Paid,20.04,Jan-2001
3600.0,C,100000.0,Dec-2015,Fully Paid,6.73,Jan-2003
35000.0,C,143000.0,Dec-2015,Fully Paid,15.5,May-1995
5600.0,C,36512.0,Dec-2015,Fully Paid,33.14,May-1993
6400.0,C,52000.0,Dec-2015,Fully Paid,29.82,Dec-2000
8000.0,C,31000.0,Dec-2015,Fully Paid,23.53,Sep-1980
9000.0,C,47000.0,Dec-2015,Fully Paid,7.14,Jun-2003
7700.0,B,22176.0,Dec-2015,Fully Paid,13.2,Jul-2007
28125.0,D,67000.0,Dec-2015,Current,25.15,Sep-1996
29600.0,D,67300.0,Dec-2015,Fully Paid,21.18,Oct-2007
24000.0,A,118000.0,Dec-2015,Fully Paid,23.83,Mar-2004
7000.0,D,76529.0,Dec-2015,Fully Paid,6.35,Apr-1998
35000.0,D,220000.0,Dec-2015,Current,16.62,Sep-1995
20000.0,A,60000.0,Dec-2015,Fully Paid,9.5,May-1986
15000.0,C,60000.0,Dec-2015,Current,12.62,Feb-2004
3600.0,A,45000.0,Dec-2015,Fully Paid,19.76,Nov-1995
9450.0,E,37000.0,Dec-2015,Fully Paid,17.74,Apr-1999
32000.0,C,103700.0,Dec-2015,Current,23.48,Apr-2003
4500.0,B,25000.0,Dec-2015,Fully Paid,31.25,Sep-2010
4800.0,C,82000.0,Dec-2015,Fully Paid,28.42,Jul-1986
12000.0,C,131569.0,Dec-2015,Charged Off,20.44,Jul-1988
20500.0,D,50169.0,Dec-2015,Current,34.52,Apr-1989
7000.0,C,40000.0,Dec-2015,Fully Paid,17.55,Nov-1994
10000.0,E,70000.0,Dec-2015,Fully Paid,23.23,Oct-1993
24000.0,B,77000.0,Dec-2015,Charged Off,29.41,Jun-2005
12000.0,A,180000.0,Dec-2015,Fully Paid,16.03,Oct-1987
6000.0,A,52180.0,Dec-2015,Fully Paid,16.86,May-1998
5000.0,A,108000.0,Dec-2015,Fully Paid,16.36,Feb-1997
1600.0,C,85000.0,Dec-2015,Charged Off,15.73,May-1991
7975.0,A,28500.0,Dec-2015,Fully Paid,15.37,Sep-2003
16150.0,D,87000.0,Dec-2015,Charged Off,32.59,Jan-2001
20000.0,B,73000.0,Dec-2015,Fully Paid,34.95,Nov-1993
12350.0,C,34000.0,Dec-2015,Fully Paid,34.16,May-1994
8000.0,B,40000.0,Dec-2015,Fully Paid,28.83,May-2000
16000.0,B,48000.0,Dec-2015,Fully Paid,14.58,Feb-1997
35000.0,D,225000.0,Dec-2015,Charged Off,20.83,Dec-1999
22925.0,E,65000.0,Dec-2015,Fully Paid,31.89,Aug-2001
15000.0,C,80000.0,Dec-2015,Current,14.48,Mar-1974
14075.0,D,32000.0,Dec-2015,Fully Paid,36.27,Feb-2005
22750.0,C,270000.0,Dec-2015,Charged Off,9.95,May-1998
16000.0,B,47600.0,Dec-2015,Fully Paid,16.46,May-2005
5000.0,B,80000.0,Dec-2015,Fully Paid,35.7,Jan-1999
4400.0,D,39000.0,Dec-2015,Fully Paid,36.25,Oct-1995
12000.0,B,37500.0,Dec-2015,Fully Paid,14.21,Sep-2005
25000.0,B,75000.0,Dec-2015,Fully Paid,16.37,Oct-1991
20000.0,B,52000.0,Dec-2015,Fully Paid,13.02,Sep-2000
3700.0,E,53000.0,Dec-2015,Fully Paid,33.02,Jan-1989
20000.0,D,71000.0,Dec-2015,Current,15.6,Oct-1999
1000.0,C,30600.0,Dec-2015,Fully Paid,17.76,Jan-2006
17500.0,B,85000.0,Dec-2015,Fully Paid,32.3,Jun-1998
6000.0,C,20000.0,Dec-2015,Fully Paid,10.44,Aug-2010
4425.0,D,40000.0,Dec-2015,Fully Paid,14.76,Mar-2008
4000.0,C,85000.0,Dec-2015,Charged Off,5.92,Nov-2002
16000.0,B,90000.0,Dec-2015,Charged Off,20.87,Aug-2006
15000.0,A,137790.0,Dec-2015,Fully Paid,27.66,Jul-2006
4450.0,D,23892.0,Dec-2015,Charged Off,28.47,Jan-2007
8000.0,B,475000.0,Dec-2015,Charged Off,13.0,Jun-1996
35000.0,B,86984.0,Dec-2015,Fully Paid,16.93,Feb-1998
2500.0,C,60000.0,Dec-2015,Fully Paid,13.82,Oct-2011
21000.0,B,128200.0,Dec-2015,Current,19.52,Jun-1992
12000.0,B,60000.0,Dec-2015,Fully Paid,15.52,Dec-2006
11200.0,E,35000.0,Dec-2015,Charged Off,24.52,Nov-2003
12000.0,C,78000.0,Dec-2015,Charged Off,13.31,Mar-2008
15000.0,B,55000.0,Dec-2015,Current,20.27,Jul-2005
28000.0,C,85000.0,Dec-2015,Charged Off,7.45,Aug-2001
8000.0,B,80000.0,Dec-2015,Charged Off,21.2,Dec-1994
30000.0,C,125000.0,Dec-2015,Current,13.05,Aug-2000
5550.0,D,54600.0,Dec-2015,Fully Paid,7.47,Nov-2003
13200.0,C,73000.0,Dec-2015,Charged Off,16.34,Sep-2005
16800.0,D,165000.0,Dec-2015,Current,15.66,Jan-1995
20000.0,C,55000.0,Dec-2015,Current,16.33,Nov-2011
15000.0,C,75000.0,Dec-2015,Fully Paid,27.3,Aug-1998
12775.0,E,37600.0,Dec-2015,Fully Paid,26.68,May-1989
10000.0,C,80000.0,Dec-2015,Fully Paid,20.03,Nov-2003
12000.0,B,70000.0,Dec-2015,Fully Paid,11.01,Dec-2000
1000.0,D,65000.0,Dec-2015,Fully Paid,31.78,Jun-1990
20000.0,A,65000.0,Dec-2015,Fully Paid,12.49,Mar-2004
3600.0,B,13300.0,Dec-2015,Fully Paid,23.71,May-2012
28000.0,A,205000.0,Dec-2015,Fully Paid,18.87,Mar-1980
7000.0,C,85000.0,Dec-2015,Charged Off,22.05,Jul-1991
35000.0,D,130000.0,Dec-2015,Fully Paid,16.31,Mar-1989
12325.0,D,39700.0,Dec-2015,Fully Paid,31.32,Jun-1995
10000.0,B,60000.0,Dec-2015,Fully Paid,12.96,Aug-2008
21850.0,C,55000.0,Dec-2015,Fully Paid,15.27,Jul-1993
15000.0,A,52000.0,Dec-2015,Fully Paid,26.17,Feb-1987
6450.0,E,22000.0,Dec-2015,Fully Paid,15.88,May-2007
19000.0,A,61000.0,Dec-2015,Fully Paid,30.45,Aug-1997
8000.0,C,75238.0,Dec-2015,Charged Off,8.79,Aug-2003
